************************************************
***** POSSIBLE INFEASBILE EQUATIONS ************
************************************************
************************************************
****** ACTIVE OBJECTIVE EQUATIONS **************
************************************************
Number           ID  Node    Horizon  Unscaled Res  Scaled Res   Scaling     Name
       157          3    1         15   0.0000E+00   0.0000E+00   1.0000E+00  p(15).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       158          4    1         15   0.0000E+00   0.0000E+00   1.0000E+00  p(15).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       159          5    1         15   0.0000E+00   0.0000E+00   1.0000E+00  p(15).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       160          6    1         15   0.0000E+00   0.0000E+00   1.0000E+00  p(15).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       161          7    1         15   0.0000E+00   0.0000E+00   1.0000E+00  p(15).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       162          8    1         15   0.0000E+00   0.0000E+00   1.0000E+00  p(15).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       163          9    1         15   0.0000E+00   0.0000E+00   1.0000E+00  p(15).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       164         10    1         15   0.0000E+00   0.0000E+00   1.0000E+00  p(15).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       165         11    1         15   0.0000E+00   0.0000E+00   1.0000E+00  p(15).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
       166          1    1         16   0.0000E+00   0.0000E+00   1.0000E+00  p(16).n(1).Eqn(1): 0 = -(p*int_growth_rate)
       167          2    1         16   0.0000E+00   0.0000E+00   1.0000E+00  p(16).n(1).Eqn(2): 0 = r_g-(0)-slk_2
       168          3    1         16   0.0000E+00   0.0000E+00   1.0000E+00  p(16).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       169          4    1         16   0.0000E+00   0.0000E+00   1.0000E+00  p(16).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       170          5    1         16   0.0000E+00   0.0000E+00   1.0000E+00  p(16).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       171          6    1         16   0.0000E+00   0.0000E+00   1.0000E+00  p(16).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       172          7    1         16   0.0000E+00   0.0000E+00   1.0000E+00  p(16).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       173          8    1         16   0.0000E+00   0.0000E+00   1.0000E+00  p(16).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       174          9    1         16   0.0000E+00   0.0000E+00   1.0000E+00  p(16).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       175         10    1         16   0.0000E+00   0.0000E+00   1.0000E+00  p(16).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       176         11    1         16   0.0000E+00   0.0000E+00   1.0000E+00  p(16).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
       177          1    1         17   0.0000E+00   0.0000E+00   1.0000E+00  p(17).n(1).Eqn(1): 0 = -(p*int_growth_rate)
       178          2    1         17   0.0000E+00   0.0000E+00   1.0000E+00  p(17).n(1).Eqn(2): 0 = r_g-(0)-slk_2
       179          3    1         17   0.0000E+00   0.0000E+00   1.0000E+00  p(17).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       180          4    1         17   0.0000E+00   0.0000E+00   1.0000E+00  p(17).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       181          5    1         17   0.0000E+00   0.0000E+00   1.0000E+00  p(17).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       182          6    1         17   0.0000E+00   0.0000E+00   1.0000E+00  p(17).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       183          7    1         17   0.0000E+00   0.0000E+00   1.0000E+00  p(17).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       184          8    1         17   0.0000E+00   0.0000E+00   1.0000E+00  p(17).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       185          9    1         17   0.0000E+00   0.0000E+00   1.0000E+00  p(17).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       186         10    1         17   0.0000E+00   0.0000E+00   1.0000E+00  p(17).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       187         11    1         17   0.0000E+00   0.0000E+00   1.0000E+00  p(17).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
       188          1    1         18   0.0000E+00   0.0000E+00   1.0000E+00  p(18).n(1).Eqn(1): 0 = -(p*int_growth_rate)
       189          2    1         18   0.0000E+00   0.0000E+00   1.0000E+00  p(18).n(1).Eqn(2): 0 = r_g-(0)-slk_2
       190          3    1         18   0.0000E+00   0.0000E+00   1.0000E+00  p(18).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       191          4    1         18   0.0000E+00   0.0000E+00   1.0000E+00  p(18).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       192          5    1         18   0.0000E+00   0.0000E+00   1.0000E+00  p(18).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       193          6    1         18   0.0000E+00   0.0000E+00   1.0000E+00  p(18).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       194          7    1         18   0.0000E+00   0.0000E+00   1.0000E+00  p(18).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       195          8    1         18   0.0000E+00   0.0000E+00   1.0000E+00  p(18).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       196          9    1         18   0.0000E+00   0.0000E+00   1.0000E+00  p(18).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       197         10    1         18   0.0000E+00   0.0000E+00   1.0000E+00  p(18).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       198         11    1         18   0.0000E+00   0.0000E+00   1.0000E+00  p(18).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
       199          1    1         19   0.0000E+00   0.0000E+00   1.0000E+00  p(19).n(1).Eqn(1): 0 = -(p*int_growth_rate)
       200          2    1         19   0.0000E+00   0.0000E+00   1.0000E+00  p(19).n(1).Eqn(2): 0 = r_g-(0)-slk_2
       201          3    1         19   0.0000E+00   0.0000E+00   1.0000E+00  p(19).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       202          4    1         19   0.0000E+00   0.0000E+00   1.0000E+00  p(19).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       203          5    1         19   0.0000E+00   0.0000E+00   1.0000E+00  p(19).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       204          6    1         19   0.0000E+00   0.0000E+00   1.0000E+00  p(19).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       205          7    1         19   0.0000E+00   0.0000E+00   1.0000E+00  p(19).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       206          8    1         19   0.0000E+00   0.0000E+00   1.0000E+00  p(19).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       207          9    1         19   0.0000E+00   0.0000E+00   1.0000E+00  p(19).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       208         10    1         19   0.0000E+00   0.0000E+00   1.0000E+00  p(19).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       209         11    1         19   0.0000E+00   0.0000E+00   1.0000E+00  p(19).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
       210          1    1         20   0.0000E+00   0.0000E+00   1.0000E+00  p(20).n(1).Eqn(1): 0 = -(p*int_growth_rate)
       211          2    1         20   0.0000E+00   0.0000E+00   1.0000E+00  p(20).n(1).Eqn(2): 0 = r_g-(0)-slk_2
       212          3    1         20   0.0000E+00   0.0000E+00   1.0000E+00  p(20).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       213          4    1         20   0.0000E+00   0.0000E+00   1.0000E+00  p(20).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       214          5    1         20   0.0000E+00   0.0000E+00   1.0000E+00  p(20).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       215          6    1         20   0.0000E+00   0.0000E+00   1.0000E+00  p(20).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       216          7    1         20   0.0000E+00   0.0000E+00   1.0000E+00  p(20).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       217          8    1         20   0.0000E+00   0.0000E+00   1.0000E+00  p(20).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       218          9    1         20   0.0000E+00   0.0000E+00   1.0000E+00  p(20).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       219         10    1         20   0.0000E+00   0.0000E+00   1.0000E+00  p(20).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       220         11    1         20   0.0000E+00   0.0000E+00   1.0000E+00  p(20).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
       221          1    1         21   0.0000E+00   0.0000E+00   1.0000E+00  p(21).n(1).Eqn(1): 0 = -(p*int_growth_rate)
       222          2    1         21   0.0000E+00   0.0000E+00   1.0000E+00  p(21).n(1).Eqn(2): 0 = r_g-(0)-slk_2
       223          3    1         21   0.0000E+00   0.0000E+00   1.0000E+00  p(21).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       224          4    1         21   0.0000E+00   0.0000E+00   1.0000E+00  p(21).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       225          5    1         21   0.0000E+00   0.0000E+00   1.0000E+00  p(21).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       226          6    1         21   0.0000E+00   0.0000E+00   1.0000E+00  p(21).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       227          7    1         21   0.0000E+00   0.0000E+00   1.0000E+00  p(21).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       228          8    1         21   0.0000E+00   0.0000E+00   1.0000E+00  p(21).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       229          9    1         21   0.0000E+00   0.0000E+00   1.0000E+00  p(21).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       230         10    1         21   0.0000E+00   0.0000E+00   1.0000E+00  p(21).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       231         11    1         21   0.0000E+00   0.0000E+00   1.0000E+00  p(21).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
       232          1    1         22   0.0000E+00   0.0000E+00   1.0000E+00  p(22).n(1).Eqn(1): 0 = -(p*int_growth_rate)
       233          2    1         22   0.0000E+00   0.0000E+00   1.0000E+00  p(22).n(1).Eqn(2): 0 = r_g-(0)-slk_2
       234          3    1         22   0.0000E+00   0.0000E+00   1.0000E+00  p(22).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       235          4    1         22   0.0000E+00   0.0000E+00   1.0000E+00  p(22).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       236          5    1         22   0.0000E+00   0.0000E+00   1.0000E+00  p(22).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       237          6    1         22   0.0000E+00   0.0000E+00   1.0000E+00  p(22).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       238          7    1         22   0.0000E+00   0.0000E+00   1.0000E+00  p(22).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       239          8    1         22   0.0000E+00   0.0000E+00   1.0000E+00  p(22).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       240          9    1         22   0.0000E+00   0.0000E+00   1.0000E+00  p(22).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       241         10    1         22   0.0000E+00   0.0000E+00   1.0000E+00  p(22).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       242         11    1         22   0.0000E+00   0.0000E+00   1.0000E+00  p(22).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
       243          1    1         23   0.0000E+00   0.0000E+00   1.0000E+00  p(23).n(1).Eqn(1): 0 = -(p*int_growth_rate)
       244          2    1         23   0.0000E+00   0.0000E+00   1.0000E+00  p(23).n(1).Eqn(2): 0 = r_g-(0)-slk_2
       245          3    1         23   0.0000E+00   0.0000E+00   1.0000E+00  p(23).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       246          4    1         23   0.0000E+00   0.0000E+00   1.0000E+00  p(23).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       247          5    1         23   0.0000E+00   0.0000E+00   1.0000E+00  p(23).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       248          6    1         23   0.0000E+00   0.0000E+00   1.0000E+00  p(23).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       249          7    1         23   0.0000E+00   0.0000E+00   1.0000E+00  p(23).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       250          8    1         23   0.0000E+00   0.0000E+00   1.0000E+00  p(23).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       251          9    1         23   0.0000E+00   0.0000E+00   1.0000E+00  p(23).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       252         10    1         23   0.0000E+00   0.0000E+00   1.0000E+00  p(23).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       253         11    1         23   0.0000E+00   0.0000E+00   1.0000E+00  p(23).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
       254          1    1         24   0.0000E+00   0.0000E+00   1.0000E+00  p(24).n(1).Eqn(1): 0 = -(p*int_growth_rate)
       255          2    1         24   0.0000E+00   0.0000E+00   1.0000E+00  p(24).n(1).Eqn(2): 0 = r_g-(0)-slk_2
       256          3    1         24   0.0000E+00   0.0000E+00   1.0000E+00  p(24).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       257          4    1         24   0.0000E+00   0.0000E+00   1.0000E+00  p(24).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       258          5    1         24   0.0000E+00   0.0000E+00   1.0000E+00  p(24).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       259          6    1         24   0.0000E+00   0.0000E+00   1.0000E+00  p(24).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       260          7    1         24   0.0000E+00   0.0000E+00   1.0000E+00  p(24).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       261          8    1         24   0.0000E+00   0.0000E+00   1.0000E+00  p(24).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       262          9    1         24   0.0000E+00   0.0000E+00   1.0000E+00  p(24).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       263         10    1         24   0.0000E+00   0.0000E+00   1.0000E+00  p(24).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       264         11    1         24   0.0000E+00   0.0000E+00   1.0000E+00  p(24).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
       265          1    1         25   0.0000E+00   0.0000E+00   1.0000E+00  p(25).n(1).Eqn(1): 0 = -(p*int_growth_rate)
       266          2    1         25   0.0000E+00   0.0000E+00   1.0000E+00  p(25).n(1).Eqn(2): 0 = r_g-(0)-slk_2
       267          3    1         25   0.0000E+00   0.0000E+00   1.0000E+00  p(25).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       268          4    1         25   0.0000E+00   0.0000E+00   1.0000E+00  p(25).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       269          5    1         25   0.0000E+00   0.0000E+00   1.0000E+00  p(25).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       270          6    1         25   0.0000E+00   0.0000E+00   1.0000E+00  p(25).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       271          7    1         25   0.0000E+00   0.0000E+00   1.0000E+00  p(25).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       272          8    1         25   0.0000E+00   0.0000E+00   1.0000E+00  p(25).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       273          9    1         25   0.0000E+00   0.0000E+00   1.0000E+00  p(25).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       274         10    1         25   0.0000E+00   0.0000E+00   1.0000E+00  p(25).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       275         11    1         25   0.0000E+00   0.0000E+00   1.0000E+00  p(25).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
       276          1    1         26   0.0000E+00   0.0000E+00   1.0000E+00  p(26).n(1).Eqn(1): 0 = -(p*int_growth_rate)
       277          2    1         26   0.0000E+00   0.0000E+00   1.0000E+00  p(26).n(1).Eqn(2): 0 = r_g-(0)-slk_2
       278          3    1         26   0.0000E+00   0.0000E+00   1.0000E+00  p(26).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       279          4    1         26   0.0000E+00   0.0000E+00   1.0000E+00  p(26).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       280          5    1         26   0.0000E+00   0.0000E+00   1.0000E+00  p(26).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       281          6    1         26   0.0000E+00   0.0000E+00   1.0000E+00  p(26).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       282          7    1         26   0.0000E+00   0.0000E+00   1.0000E+00  p(26).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       283          8    1         26   0.0000E+00   0.0000E+00   1.0000E+00  p(26).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       284          9    1         26   0.0000E+00   0.0000E+00   1.0000E+00  p(26).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       285         10    1         26   0.0000E+00   0.0000E+00   1.0000E+00  p(26).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       286         11    1         26   0.0000E+00   0.0000E+00   1.0000E+00  p(26).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
       287          1    1         27   0.0000E+00   0.0000E+00   1.0000E+00  p(27).n(1).Eqn(1): 0 = -(p*int_growth_rate)
       288          2    1         27   0.0000E+00   0.0000E+00   1.0000E+00  p(27).n(1).Eqn(2): 0 = r_g-(0)-slk_2
       289          3    1         27   0.0000E+00   0.0000E+00   1.0000E+00  p(27).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       290          4    1         27   0.0000E+00   0.0000E+00   1.0000E+00  p(27).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       291          5    1         27   0.0000E+00   0.0000E+00   1.0000E+00  p(27).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       292          6    1         27   0.0000E+00   0.0000E+00   1.0000E+00  p(27).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       293          7    1         27   0.0000E+00   0.0000E+00   1.0000E+00  p(27).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       294          8    1         27   0.0000E+00   0.0000E+00   1.0000E+00  p(27).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       295          9    1         27   0.0000E+00   0.0000E+00   1.0000E+00  p(27).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       296         10    1         27   0.0000E+00   0.0000E+00   1.0000E+00  p(27).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       297         11    1         27   0.0000E+00   0.0000E+00   1.0000E+00  p(27).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
       298          1    1         28   0.0000E+00   0.0000E+00   1.0000E+00  p(28).n(1).Eqn(1): 0 = -(p*int_growth_rate)
       299          2    1         28   0.0000E+00   0.0000E+00   1.0000E+00  p(28).n(1).Eqn(2): 0 = r_g-(0)-slk_2
       300          3    1         28   0.0000E+00   0.0000E+00   1.0000E+00  p(28).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       301          4    1         28   0.0000E+00   0.0000E+00   1.0000E+00  p(28).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       302          5    1         28   0.0000E+00   0.0000E+00   1.0000E+00  p(28).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
       303          6    1         28   0.0000E+00   0.0000E+00   1.0000E+00  p(28).n(1).Eqn(6): 0 = $celln-((r_g-r_mc)*celln)
       304          7    1         28   0.0000E+00   0.0000E+00   1.0000E+00  p(28).n(1).Eqn(7): 0 = $aa-(r_u*e_g*beta-r_a-r_g*aa)
       305          8    1         28   0.0000E+00   0.0000E+00   1.0000E+00  p(28).n(1).Eqn(8): 0 = $rprot-(r_r-r_g*rprot)
       306          9    1         28   0.0000E+00   0.0000E+00   1.0000E+00  p(28).n(1).Eqn(9): 0 = $xreg-(r_x-d_x*xreg-r_g*xreg)
       307         10    1         28   0.0000E+00   0.0000E+00   1.0000E+00  p(28).n(1).Eqn(10): 0 = $eprot-(r_e-r_g*eprot)
       308         11    1         28   0.0000E+00   0.0000E+00   1.0000E+00  p(28).n(1).Eqn(11): 0 = $int_growth_rate-(r_g)
       309          1    1         29   0.0000E+00   0.0000E+00   1.0000E+00  p(29).n(1).Eqn(1): 0 = -(p*int_growth_rate)
       310          2    1         29   0.0000E+00   0.0000E+00   1.0000E+00  p(29).n(1).Eqn(2): 0 = r_g-(0)-slk_2
       311          3    1         29   0.0000E+00   0.0000E+00   1.0000E+00  p(29).n(1).Eqn(3): 0 = $h2o2_in-(f_u*(r_g+r_g0)-r_d-k_diff*(h2o2_in-h2o2_out))
       312          4    1         29   0.0000E+00   0.0000E+00   1.0000E+00  p(29).n(1).Eqn(4): 0 = $h2o2_out-(f_o*r_o+celln*k_diff*(h2o2_in-h2o2_out)*vin/(vout-celln*vin))
       313          5    1         29   0.0000E+00   0.0000E+00   1.0000E+00  p(29).n(1).Eqn(5): 0 = $carbon-(-r_o-r_u*celln*vin/vout)
